,device,dataset,exp_type,lp_model,attack_method,attack_goal,attack_rate,outputs,seed,datasetsDir,best_test_result,best_val_result
2603,cuda:0,Cora,poisoning,deepwalk,aalp,availability,0.1,outputs,3,datasets,[0.74783419 0.69573796 0.43725336 0.90522873 0.58967537],[0.7746856  0.71208531 0.46919432 0.91244239 0.61971831]
2604,cuda:0,PubMed,poisoning,gat,minmax,availability,0.2,outputs,9,datasets,[0.86867915 0.79419047 0.76828569 0.81026518 0.78871727],[0.86563882 0.7951991  0.77195656 0.8095904  0.7903257 ]
2605,cuda:0,PubMed,poisoning,gcn,aalp,availability,0.2,outputs,8,datasets,[0.78241331 0.72723794 0.62662154 0.78448582 0.69672334],[0.7835414  0.7308622  0.63609993 0.78484786 0.70268828]
2606,cuda:0,PubMed,poisoning,gcn,dice,availability,0.2,outputs,8,datasets,[0.87878943 0.81273931 0.76514983 0.84563673 0.80338246],[0.88002694 0.8120212  0.76520956 0.8442511  0.80278945]
2607,cuda:0,PubMed,poisoning,gat,dice,integrity,0.05,outputs,5,datasets,[0.92870106 0.85827881 0.86950147 0.85041368 0.85985166],[0.92945377 0.86048245 0.87760353 0.84430933 0.86063451]
2608,cuda:0,Cora,poisoning,gcn,pgd,availability,0.1,outputs,3,datasets,[0.90538557 0.83971506 0.82724845 0.84840184 0.83769155],[0.89221564 0.82843137 0.81105167 0.84025854 0.82539684]
2609,cuda:0,Cora,poisoning,gca,aalp,availability,0.1,outputs,3,datasets,[0.80882508 0.73618782 0.60457772 0.82056773 0.69620544],[0.80921363 0.74289101 0.61769354 0.82402527 0.70609486]
2610,cuda:0,PubMed,poisoning,node2vec,viking,availability,0.1,outputs,3,datasets,[0.76393734 0.73743612 0.57326227 0.85351038 0.68586302],[0.76483546 0.7377584  0.57519042 0.85230571 0.68685025]
2611,cuda:0,PubMed,poisoning,gcn,viking,integrity,0.15,outputs,8,datasets,[0.91568991 0.84429276 0.84592825 0.84317034 0.84454703],[0.93134836 0.85815072 0.87770772 0.82055885 0.84817177]
2612,cuda:0,Cora,poisoning,gat,pgd,integrity,0.05,outputs,10,datasets,[0.88091016 0.80368966 0.74077576 0.84740257 0.79050982],[0.90681367 0.83365113 0.78735632 0.86617494 0.8248871 ]
2613,cuda:0,Cora,poisoning,vgnae,pgd,availability,0.15,outputs,4,datasets,[0.95412783 0.77953953 0.98175502 0.69904114 0.81662151],[0.94999332 0.77700348 0.98432058 0.69581281 0.81529582]
2614,cuda:0,PubMed,poisoning,gat,minmax,availability,0.2,outputs,10,datasets,[0.86908921 0.79411906 0.76447618 0.81265503 0.78782964],[0.86529791 0.79691368 0.77138501 0.81288898 0.79159337]
2615,cuda:0,PubMed,poisoning,gat,random,availability,0.05,outputs,3,datasets,[0.9076965  0.83749598 0.83145344 0.84162456 0.83650804],[0.90911829 0.83836484 0.83240223 0.84244865 0.83739531]
2616,cuda:0,Cora,poisoning,gca,random,availability,0.2,outputs,3,datasets,[0.80685721 0.74526441 0.61799526 0.82901007 0.70811665],[0.84188485 0.76145339 0.65086889 0.8356998  0.731794  ]
2617,cuda:0,PubMed,poisoning,vgnae,aalp,availability,0.2,outputs,9,datasets,[0.8196518  0.68618564 0.8297478  0.64465241 0.72558172],[0.81851008 0.6837228  0.82739729 0.64271407 0.72345523]
2618,cuda:0,PubMed,poisoning,vgnae,viking,integrity,0.15,outputs,9,datasets,[0.96948354 0.79452402 0.9893977  0.71192631 0.8280354 ],[0.97287302 0.77218715 0.98930627 0.66697477 0.79677579]
2619,cuda:0,Cora,poisoning,gca,nodeembeddingattack,integrity,0.05,outputs,6,datasets,[0.8976222  0.81173134 0.76348156 0.8450262  0.80218691],[0.91623449 0.82750243 0.7828685  0.85157096 0.81577575]
2620,cuda:0,PubMed,poisoning,vgnae,aalp,availability,0.15,outputs,4,datasets,[0.84751635 0.70247289 0.85605204 0.65489545 0.74208348],[0.84647004 0.70283756 0.85577923 0.65532594 0.74225717]
2621,cuda:0,CiteSeer,poisoning,deepwalk,clga,integrity,0.05,outputs,1,datasets,[0.7564708  0.73874861 0.52799124 0.91271347 0.66898471],[0.7600483  0.75329673 0.54945058 0.92764378 0.69013113]
2622,cuda:0,CiteSeer,poisoning,gat,aalp,availability,0.15,outputs,7,datasets,[0.7415002  0.5        1.         0.5        0.66666669],[0.75253592 0.5        1.         0.5        0.66666669]
2623,cuda:0,Cora,poisoning,vgnae,aalp,availability,0.05,outputs,2,datasets,[0.89531633 0.741179   0.92340791 0.67675812 0.7810737 ],[0.90461207 0.74612069 0.92931032 0.68012618 0.78542804]
2624,cuda:0,PubMed,poisoning,gat,pgd,availability,0.1,outputs,7,datasets,[0.92525358 0.85417318 0.87501305 0.840002   0.85715014],[0.92681795 0.85590565 0.87875628 0.84035122 0.85912478]
2625,cuda:0,Cora,poisoning,vgnae,metattack,availability,0.05,outputs,2,datasets,[0.91475435 0.75112714 0.93778181 0.68286277 0.79027357],[0.91624418 0.75631769 0.93501806 0.68882979 0.79326187]
2626,cuda:0,Cora,poisoning,gca,random,availability,0.05,outputs,7,datasets,[0.88044006 0.80951309 0.74842203 0.85259372 0.79711878],[0.89621264 0.82536101 0.78158844 0.85657763 0.81736666]
2627,cuda:0,PubMed,poisoning,gca,dice,availability,0.05,outputs,7,datasets,[0.91693534 0.84439063 0.84444696 0.84435183 0.84439939],[0.91763538 0.84632719 0.84858042 0.84477341 0.84667259]
2628,cuda:0,Cora,poisoning,node2vec,random,availability,0.1,outputs,8,datasets,[0.79105628 0.73988813 0.5395869  0.90021539 0.67473769],[0.79692182 0.74698275 0.55344826 0.90295357 0.68626398]
2629,cuda:0,PubMed,poisoning,gcn,dice,integrity,0.05,outputs,2,datasets,[0.92981571 0.8538518  0.88653284 0.83214229 0.85847694],[0.9311092  0.85433656 0.89024103 0.82641757 0.85714281]
2630,cuda:0,PubMed,poisoning,deepwalk,random,integrity,0.2,outputs,10,datasets,[0.80206364 0.73733926 0.52458829 0.91312456 0.66635621],[0.80166066 0.73759025 0.52842963 0.90845615 0.66818827]
2631,cuda:0,Cora,poisoning,vgnae,viking,availability,0.2,outputs,2,datasets,[0.86370367 0.71073402 0.87766379 0.65798817 0.75211364],[0.85344494 0.7093207  0.87045813 0.65830346 0.74965986]
2632,cuda:0,PubMed,poisoning,gat,viking,availability,0.1,outputs,4,datasets,[0.89299859 0.82753181 0.79636681 0.84930396 0.82198399],[0.88839496 0.82170838 0.78607184 0.84639716 0.81511992]
2633,cuda:0,Cora,poisoning,gca,viking,integrity,0.05,outputs,6,datasets,[0.90485847 0.82375205 0.78240305 0.85301703 0.81618553],[0.90594068 0.82020873 0.7647059  0.86019212 0.80964345]
2634,cuda:0,PubMed,poisoning,vgnae,pgd,availability,0.15,outputs,8,datasets,[0.96955518 0.78298193 0.98875505 0.70047656 0.8200175 ],[0.96919179 0.78519783 0.98995781 0.70233685 0.82170542]
2635,cuda:0,Cora,poisoning,gat,random,integrity,0.1,outputs,1,datasets,[0.83731961 0.7729423  0.68401134 0.83199078 0.75077879],[0.85892903 0.7960152  0.71537    0.85294116 0.77812171]
2636,cuda:0,Cora,poisoning,vgnae,metattack,availability,0.1,outputs,6,datasets,[0.89709675 0.74031842 0.91652322 0.67769647 0.77922077],[0.90971314 0.74655172 0.92068964 0.68286445 0.78414096]
2637,cuda:0,Cora,poisoning,gca,random,integrity,0.1,outputs,6,datasets,[0.894643   0.81291389 0.75023651 0.85776097 0.80040371],[0.90496491 0.81024665 0.73624289 0.86414254 0.79508197]
2638,cuda:0,Cora,poisoning,gca,viking,availability,0.15,outputs,6,datasets,[0.82578807 0.74958849 0.62962961 0.82837033 0.71545476],[0.84292798 0.76361388 0.66171616 0.83108807 0.7367937 ]
2639,cuda:0,Cora,clean,gat,noattack,integrity,0.05,outputs,9,datasets,[0.89266896 0.81622517 0.79754019 0.82850122 0.81272596],[0.90526196 0.83444023 0.81973433 0.84457481 0.8319692 ]
2640,cuda:0,CiteSeer,poisoning,deepwalk,minmax,integrity,0.1,outputs,9,datasets,[0.75640212 0.74698132 0.55543357 0.90035588 0.68703324],[0.78197456 0.76807559 0.58558559 0.91388398 0.71379554]
2641,cuda:0,PubMed,poisoning,gca,nodeembeddingattack,availability,0.1,outputs,7,datasets,[0.945775   0.87839961 0.88294274 0.87499225 0.87894946],[0.94530745 0.87703687 0.87766355 0.87656486 0.87711388]
2642,cuda:0,PubMed,poisoning,vgnae,random,availability,0.2,outputs,2,datasets,[0.88233861 0.72539712 0.89030921 0.66949392 0.76427158],[0.88251902 0.72423844 0.89319295 0.66760365 0.76409556]
2643,cuda:0,CiteSeer,poisoning,gca,viking,availability,0.2,outputs,1,datasets,[0.8114488  0.7401647  0.59926808 0.83439493 0.69755059],[0.82692871 0.75917435 0.63669723 0.84325635 0.72556192]
2644,cuda:0,CiteSeer,poisoning,vgnae,dice,integrity,0.1,outputs,2,datasets,[0.9658094  0.76838639 0.99121845 0.6856492  0.81059246],[0.96168959 0.75735294 0.98601401 0.66983373 0.79773692]
2645,cuda:0,Cora,poisoning,gcn,dice,integrity,0.05,outputs,6,datasets,[0.85419096 0.78476822 0.76631975 0.79567778 0.78072286],[0.87371319 0.80338162 0.79330707 0.80358922 0.79841506]
2646,cuda:0,PubMed,poisoning,vgnae,minmax,integrity,0.2,outputs,10,datasets,[0.95453064 0.76891408 0.98037446 0.6889937  0.80925447],[0.96542671 0.76882177 0.98548096 0.68696133 0.80957928]
2647,cuda:0,Cora,poisoning,vgnae,pgd,availability,0.15,outputs,7,datasets,[0.95412783 0.77953953 0.98175502 0.69904114 0.81662151],[0.94999332 0.77700348 0.98432058 0.69581281 0.81529582]
2648,cuda:0,Cora,poisoning,gca,nodeembeddingattack,integrity,0.05,outputs,10,datasets,[0.90375154 0.81788081 0.75402081 0.86442518 0.80545729],[0.92225217 0.85082603 0.80079681 0.88254666 0.83968675]
2649,cuda:0,Cora,poisoning,gcn,nodeembeddingattack,availability,0.2,outputs,7,datasets,[0.85492805 0.77662724 0.74201185 0.79720283 0.76861793],[0.87537903 0.80924171 0.80094784 0.81445783 0.80764639]
2650,cuda:0,PubMed,poisoning,deepwalk,nodeembeddingattack,availability,0.2,outputs,3,datasets,[0.75482414 0.73054147 0.53934008 0.87328768 0.66684097],[0.75010142 0.7313875  0.54173714 0.87278509 0.66852272]
2651,cuda:0,CiteSeer,poisoning,gcn,minmax,integrity,0.2,outputs,10,datasets,[0.79802053 0.74890232 0.67727774 0.79051888 0.7295301 ],[0.82438092 0.76884145 0.7096774  0.79483873 0.74984789]
2652,cuda:0,CiteSeer,poisoning,gca,aalp,integrity,0.15,outputs,10,datasets,[0.76798832 0.73311371 0.66081232 0.7727856  0.71242607],[0.85466186 0.7772277  0.75604397 0.78989667 0.7725997 ]
2653,cuda:0,CiteSeer,poisoning,vgnae,metattack,integrity,0.05,outputs,5,datasets,[0.95174962 0.76125137 0.98463225 0.68057663 0.80484522],[0.96560319 0.76428571 0.9956044  0.68069121 0.8085676 ]
2654,cuda:0,CiteSeer,poisoning,node2vec,minmax,integrity,0.05,outputs,10,datasets,[0.75636597 0.75603735 0.58507133 0.88907421 0.70572656],[0.77711514 0.76019847 0.59292036 0.8888889  0.71134704]
2655,cuda:0,Cora,clean,gca,noattack,integrity,0.05,outputs,6,datasets,[0.9087097  0.82663196 0.79943234 0.84542269 0.82178462],[0.92454875 0.83396584 0.79696393 0.86065573 0.82758617]
2656,cuda:0,Cora,poisoning,gat,clga,integrity,0.05,outputs,8,datasets,[0.8479202  0.77601701 0.68779564 0.83515221 0.75434506],[0.8684545  0.78889942 0.70018977 0.85121107 0.76834977]
2657,cuda:0,Cora,poisoning,gcn,clga,integrity,0.1,outputs,8,datasets,[0.84488196 0.77785665 0.70766318 0.82333517 0.7611295 ],[0.88411172 0.81015664 0.76091081 0.84421051 0.80039918]
2658,cuda:0,Cora,poisoning,gcn,aalp,integrity,0.15,outputs,4,datasets,[0.82954941 0.77436137 0.74739832 0.79000002 0.7681089 ],[0.88082807 0.82210624 0.82732445 0.81877935 0.8230297 ]
2659,cuda:0,Cora,poisoning,vgnae,dice,availability,0.1,outputs,6,datasets,[0.91985464 0.75731822 0.94995278 0.68575324 0.79651623],[0.91811044 0.75662879 0.94507575 0.68638239 0.79521912]
2660,cuda:0,CiteSeer,poisoning,gcn,metattack,availability,0.05,outputs,10,datasets,[0.81896934 0.74791014 0.71577847 0.76493579 0.73954111],[0.8172233  0.75       0.7085954  0.77257144 0.73920178]
2661,cuda:0,CiteSeer,poisoning,vgnae,viking,integrity,0.2,outputs,6,datasets,[0.95164781 0.75054885 0.98353457 0.67090977 0.79768529],[0.94830576 0.73901099 0.98021978 0.66123054 0.78972997]
2662,cuda:0,PubMed,poisoning,gat,nodeembeddingattack,availability,0.05,outputs,4,datasets,[0.92450731 0.85222012 0.84910363 0.85442924 0.85175806],[0.92731043 0.85564131 0.85463184 0.85636085 0.85549551]
2663,cuda:0,CiteSeer,poisoning,gca,random,availability,0.1,outputs,9,datasets,[0.86504544 0.78364909 0.69292122 0.84652865 0.76206136],[0.864986   0.79700005 0.71799999 0.85273159 0.77958739]
2664,cuda:0,CiteSeer,poisoning,vgnae,metattack,integrity,0.1,outputs,6,datasets,[0.94347896 0.75027442 0.97145993 0.67351598 0.79550561],[0.95898563 0.75274725 0.98901099 0.67164179 0.8       ]
2665,cuda:0,CiteSeer,poisoning,gca,random,availability,0.05,outputs,2,datasets,[0.89058622 0.80956113 0.7398119  0.85974497 0.79528219],[0.88202603 0.7971698  0.7148847  0.8557089  0.77898341]
2666,cuda:0,PubMed,poisoning,gca,dice,integrity,0.05,outputs,2,datasets,[0.92792874 0.85509247 0.85777128 0.8532002  0.85547966],[0.92829641 0.8531878  0.85607302 0.84656328 0.85129166]
2667,cuda:0,CiteSeer,poisoning,gcn,minmax,availability,0.2,outputs,7,datasets,[0.79830432 0.7328456  0.73965693 0.7297163  0.734653  ],[0.82439066 0.75657898 0.79554653 0.73802817 0.76570868]
2668,cuda:0,Cora,poisoning,gcn,viking,availability,0.15,outputs,9,datasets,[0.80395367 0.74094647 0.67407405 0.77814728 0.72238147],[0.82003126 0.7475248  0.68811882 0.78089887 0.73157889]
2669,cuda:0,Cora,poisoning,gat,viking,integrity,0.2,outputs,9,datasets,[0.78919389 0.72557366 0.54210031 0.85650223 0.66396296],[0.8388339  0.75474381 0.59392792 0.87552446 0.70774454]
2670,cuda:0,Cora,poisoning,deepwalk,nodeembeddingattack,integrity,0.2,outputs,1,datasets,[0.6915419  0.68282878 0.38883632 0.94374281 0.55075377],[0.77725768 0.77475512 0.49744898 0.9512195  0.65326637]
2671,cuda:0,CiteSeer,poisoning,deepwalk,minmax,availability,0.1,outputs,4,datasets,[0.78188941 0.75856704 0.56801659 0.91778523 0.70173186],[0.79830006 0.77130979 0.58419961 0.93355483 0.71867013]
2672,cuda:0,CiteSeer,poisoning,vgnae,random,integrity,0.05,outputs,5,datasets,[0.96438095 0.76811196 0.98902303 0.68595356 0.81006967],[0.96264702 0.76208791 0.99120879 0.67972871 0.80643719]
2673,cuda:0,Cora,poisoning,deepwalk,random,integrity,0.1,outputs,1,datasets,[0.81203384 0.74597919 0.54210031 0.91533548 0.68092692],[0.83719561 0.7613852  0.56736243 0.92713177 0.70394349]
2674,cuda:0,CiteSeer,poisoning,node2vec,dice,integrity,0.15,outputs,9,datasets,[0.73181905 0.73463225 0.53347969 0.89256197 0.66781175],[0.73369963 0.74943054 0.53900707 0.90118575 0.6745562 ]
2675,cuda:0,CiteSeer,poisoning,gcn,metattack,integrity,0.1,outputs,3,datasets,[0.79817657 0.74149287 0.65971458 0.78871393 0.7184698 ],[0.83804371 0.78406596 0.73406595 0.81562883 0.77270103]
2676,cuda:0,CiteSeer,poisoning,gcn,aalp,availability,0.2,outputs,6,datasets,[0.67711696 0.61215687 0.71843135 0.59249675 0.64941508],[0.68380717 0.61930931 0.72527474 0.59844559 0.65578425]
2677,cuda:0,PubMed,poisoning,gca,minmax,integrity,0.05,outputs,3,datasets,[0.93097392 0.85658693 0.85314685 0.85905737 0.85609192],[0.93828831 0.86749101 0.87590414 0.86120683 0.86849332]
2678,cuda:0,PubMed,poisoning,vgnae,random,integrity,0.05,outputs,4,datasets,[0.96813869 0.78843334 0.9880442  0.70613841 0.82363726],[0.97002458 0.7876241  0.99007219 0.70472978 0.8233804 ]
2679,cuda:0,CiteSeer,poisoning,node2vec,metattack,integrity,0.1,outputs,8,datasets,[0.757301   0.73161364 0.50823271 0.91865081 0.65441698],[0.78046613 0.76153851 0.56703299 0.92805755 0.70395643]
2680,cuda:0,Cora,poisoning,deepwalk,viking,availability,0.1,outputs,3,datasets,[0.79902744 0.74376076 0.53270227 0.92181683 0.67521137],[0.81762782 0.75258619 0.55344826 0.91977078 0.69106567]
2681,cuda:0,Cora,poisoning,gat,metattack,availability,0.05,outputs,7,datasets,[0.84431908 0.7833634  0.7691614  0.79164732 0.78024238],[0.84711615 0.79241878 0.77617329 0.80223882 0.78899091]
2682,cuda:0,PubMed,poisoning,deepwalk,random,integrity,0.2,outputs,6,datasets,[0.7990845  0.73435032 0.52007669 0.91009575 0.66190565],[0.80019656 0.73837996 0.53023463 0.90838808 0.66961104]
2683,cuda:0,CiteSeer,poisoning,vgnae,nodeembeddingattack,integrity,0.15,outputs,7,datasets,[0.96861448 0.77003293 0.99231613 0.68693009 0.81185451],[0.96551859 0.74939024 0.99452055 0.6407767  0.77938808]
2684,cuda:0,CiteSeer,poisoning,node2vec,nodeembeddingattack,integrity,0.1,outputs,4,datasets,[0.72255914 0.71761799 0.492865   0.89531404 0.6357522 ],[0.75225916 0.77208483 0.57106596 0.90180361 0.69930071]
2685,cuda:0,PubMed,poisoning,node2vec,nodeembeddingattack,integrity,0.2,outputs,1,datasets,[0.73605221 0.69284344 0.45319197 0.87035632 0.5960319 ],[0.73193944 0.737764   0.48229292 0.83785194 0.61219043]
2686,cuda:0,CiteSeer,poisoning,gat,pgd,availability,0.05,outputs,2,datasets,[0.8737163  0.5        1.         0.5        0.66666669],[0.87126478 0.5        1.         0.5        0.66666669]
2687,cuda:0,Cora,poisoning,node2vec,dice,availability,0.15,outputs,5,datasets,[0.7769499  0.72934276 0.51173711 0.90606815 0.65406549],[0.78106804 0.74906015 0.54699248 0.91798109 0.68551242]
2688,cuda:0,CiteSeer,poisoning,vgnae,random,integrity,0.15,outputs,8,datasets,[0.95465412 0.75631175 0.98572999 0.67569601 0.80178572],[0.95096969 0.76043956 0.98241758 0.6803653  0.80395683]
2689,cuda:0,Cora,poisoning,gca,viking,availability,0.15,outputs,10,datasets,[0.82583617 0.74979424 0.62962961 0.8288191  0.71562207],[0.84289394 0.76320136 0.66171616 0.83022773 0.7364555 ]
2690,cuda:0,CiteSeer,poisoning,vgnae,dice,integrity,0.2,outputs,9,datasets,[0.96066644 0.77277717 0.98463225 0.69159599 0.81249999],[0.95960526 0.75406032 0.99017197 0.65957447 0.79174852]
2691,cuda:0,PubMed,poisoning,vgnae,minmax,integrity,0.2,outputs,1,datasets,[0.95433361 0.7685475  0.97913378 0.68896825 0.80881394],[0.96531648 0.76978336 0.98548096 0.68788599 0.81022103]
2692,cuda:0,Cora,poisoning,node2vec,pgd,integrity,0.15,outputs,3,datasets,[0.84269979 0.77743614 0.65752131 0.8649658  0.74711102],[0.8675386  0.80970877 0.70974153 0.87714988 0.7846154 ]
2693,cuda:0,PubMed,poisoning,node2vec,minmax,integrity,0.05,outputs,4,datasets,[0.80502018 0.76784909 0.63884503 0.86098653 0.73346502],[0.81252435 0.7764228  0.6566456  0.86304218 0.74582803]
2694,cuda:0,CiteSeer,poisoning,node2vec,nodeembeddingattack,availability,0.05,outputs,2,datasets,[0.77002451 0.77396071 0.60969979 0.90799654 0.72953367],[0.7904262  0.77430558 0.60648149 0.91289198 0.72879004]
2695,cuda:0,CiteSeer,poisoning,vgnae,clga,integrity,0.2,outputs,7,datasets,[0.94538757 0.73984632 0.9725576  0.66367041 0.78895814],[0.94269145 0.73565121 0.97339249 0.65866467 0.78568233]
2696,cuda:0,CiteSeer,poisoning,gca,minmax,integrity,0.1,outputs,5,datasets,[0.90545124 0.81503844 0.77497256 0.84248209 0.80731851],[0.91570389 0.83314788 0.82207209 0.83715594 0.82954544]
2697,cuda:0,Cora,poisoning,vgnae,aalp,integrity,0.1,outputs,7,datasets,[0.91212545 0.73438978 0.93945128 0.66621939 0.77958783],[0.94894664 0.7556926  0.97533208 0.67765326 0.79968884]
2698,cuda:0,PubMed,poisoning,gat,dice,integrity,0.05,outputs,2,datasets,[0.92856682 0.85664332 0.87344915 0.8450458  0.85901278],[0.92945993 0.85996556 0.88392228 0.83933336 0.86105096]
2699,cuda:0,CiteSeer,poisoning,gat,nodeembeddingattack,integrity,0.1,outputs,4,datasets,[0.86129282 0.77305162 0.77167946 0.773803   0.77273977],[0.86562448 0.78798592 0.80456853 0.75476193 0.77886981]
2700,cuda:0,CiteSeer,poisoning,gca,nodeembeddingattack,integrity,0.15,outputs,2,datasets,[0.8886147  0.80954993 0.74204171 0.85786802 0.79576218],[0.89020623 0.81646341 0.73424655 0.83359253 0.78077203]
2701,cuda:0,PubMed,poisoning,deepwalk,nodeembeddingattack,integrity,0.05,outputs,2,datasets,[0.77123447 0.74506539 0.59496957 0.85018939 0.7000432 ],[0.78550603 0.76923078 0.6366924  0.84810531 0.72734785]
2702,cuda:0,CiteSeer,poisoning,gcn,viking,integrity,0.05,outputs,8,datasets,[0.8452925  0.76564217 0.74094403 0.77944571 0.75970733],[0.85006883 0.78131872 0.76703298 0.78959274 0.77814943]
2703,cuda:0,PubMed,poisoning,gcn,pgd,integrity,0.2,outputs,2,datasets,[0.91599473 0.84312785 0.85923755 0.83243185 0.8456223 ],[0.92695365 0.8556971  0.88720769 0.83279538 0.85914081]
2704,cuda:0,PubMed,poisoning,gcn,minmax,availability,0.05,outputs,6,datasets,[0.92053459 0.84697509 0.85463172 0.84174192 0.84813786],[0.91997373 0.84636545 0.85375321 0.84132212 0.8474921 ]
2705,cuda:0,CiteSeer,poisoning,gat,pgd,availability,0.2,outputs,5,datasets,[0.86138026 0.79495716 0.77545196 0.80693072 0.79087824],[0.86430295 0.79238093 0.7695238  0.80638725 0.7875244 ]
2706,cuda:0,PubMed,poisoning,node2vec,viking,availability,0.15,outputs,6,datasets,[0.74248028 0.71936858 0.54084188 0.8411926  0.65838033],[0.74804209 0.72485209 0.55302685 0.84257972 0.66776586]
2707,cuda:0,Cora,poisoning,deepwalk,aalp,integrity,0.1,outputs,2,datasets,[0.8136069  0.75591296 0.5752129  0.90074074 0.70207852],[0.85352448 0.78700191 0.62808347 0.9207232  0.74675685]
2708,cuda:0,PubMed,poisoning,gcn,viking,availability,0.05,outputs,7,datasets,[0.90986072 0.84133631 0.82823074 0.85052401 0.83922929],[0.90671085 0.84088951 0.82939404 0.84891135 0.83903921]
2709,cuda:0,PubMed,poisoning,deepwalk,pgd,availability,0.05,outputs,7,datasets,[0.80616783 0.75979966 0.63865727 0.84287244 0.72669023],[0.81373191 0.7666775  0.65410441 0.84416491 0.7370798 ]
2710,cuda:0,PubMed,poisoning,vgnae,aalp,integrity,0.2,outputs,7,datasets,[0.9123837  0.75752876 0.97879541 0.67852535 0.80145922],[0.96426988 0.75936372 0.98285198 0.67924528 0.8033195 ]
2711,cuda:0,CiteSeer,poisoning,node2vec,dice,integrity,0.15,outputs,6,datasets,[0.72845307 0.73161364 0.53457737 0.88224638 0.66575527],[0.73062115 0.73917997 0.52955085 0.88188976 0.66174299]
2712,cuda:0,Cora,poisoning,gat,metattack,availability,0.1,outputs,7,datasets,[0.82938787 0.76355422 0.7134251  0.79292202 0.7510758 ],[0.83514417 0.76120687 0.71551722 0.7874763  0.7497741 ]
2713,cuda:0,CiteSeer,poisoning,gat,minmax,availability,0.2,outputs,4,datasets,[0.84451079 0.5        1.         0.5        0.66666669],[0.87128129 0.5        1.         0.5        0.66666669]
2714,cuda:0,Cora,poisoning,gat,viking,integrity,0.05,outputs,6,datasets,[0.85397107 0.78471726 0.69063389 0.85081583 0.76240206],[0.8923735  0.82732445 0.75711572 0.8807947  0.8142857 ]
2715,cuda:0,CiteSeer,poisoning,gcn,nodeembeddingattack,integrity,0.2,outputs,8,datasets,[0.83504213 0.77250278 0.72338092 0.80219114 0.76075041],[0.82545572 0.76037735 0.67647058 0.74074072 0.70714831]
2716,cuda:0,Cora,poisoning,gat,random,availability,0.1,outputs,7,datasets,[0.82923309 0.75839072 0.72805506 0.77508014 0.75083202],[0.8251962  0.75689656 0.72068965 0.77695167 0.74776387]
2717,cuda:0,Cora,poisoning,gcn,clga,integrity,0.15,outputs,6,datasets,[0.78985347 0.73155159 0.62440872 0.79470199 0.69933772],[0.83047683 0.76280832 0.67741936 0.81693363 0.74066389]
2718,cuda:0,Cora,poisoning,node2vec,aalp,integrity,0.1,outputs,10,datasets,[0.80900363 0.76466411 0.61305583 0.8798371  0.7226094 ],[0.85058276 0.79364324 0.65844405 0.90247077 0.76138234]
2719,cuda:0,Cora,poisoning,gcn,minmax,availability,0.05,outputs,2,datasets,[0.86634481 0.80050504 0.77869606 0.8142103  0.79605728],[0.87795672 0.81571692 0.80330884 0.82375115 0.81340164]
2720,cuda:0,CiteSeer,poisoning,gcn,aalp,availability,0.1,outputs,2,datasets,[0.75580484 0.70219576 0.61299175 0.74610245 0.67302865],[0.77725281 0.72206962 0.64468867 0.76273024 0.69875932]
2721,cuda:0,CiteSeer,poisoning,gcn,aalp,integrity,0.2,outputs,7,datasets,[0.73907884 0.72981876 0.6311745  0.78659374 0.70036536],[0.84211647 0.77062708 0.70109892 0.81481481 0.75369167]
2722,cuda:0,PubMed,poisoning,node2vec,pgd,availability,0.05,outputs,3,datasets,[0.801414   0.7663238  0.65175962 0.8454839  0.73608905],[0.80974238 0.77263379 0.66623348 0.84633374 0.74556142]
2723,cuda:0,CiteSeer,poisoning,vgnae,clga,availability,0.2,outputs,10,datasets,[0.89815598 0.72232558 0.91162789 0.66126856 0.76652326],[0.87940451 0.71042831 0.88826817 0.65521978 0.7541502 ]
2724,cuda:0,Cora,poisoning,vgnae,metattack,integrity,0.15,outputs,2,datasets,[0.92499779 0.74544594 0.96972561 0.66949706 0.79211746],[0.93898476 0.75344418 0.97148287 0.67637326 0.79750292]
2725,cuda:0,Cora,poisoning,gat,minmax,integrity,0.1,outputs,4,datasets,[0.84267786 0.77317882 0.6717124  0.84272999 0.74756509],[0.88956891 0.82617188 0.7585513  0.86666667 0.80901295]
2726,cuda:0,CiteSeer,poisoning,gat,minmax,integrity,0.2,outputs,9,datasets,[0.8157656  0.75164658 0.70801318 0.77570653 0.74031562],[0.83671191 0.76940387 0.73732722 0.77858883 0.75739646]
2727,cuda:0,CiteSeer,poisoning,vgnae,aalp,integrity,0.05,outputs,10,datasets,[0.9503754  0.76646542 0.99560922 0.68272488 0.81000223],[0.97179447 0.76813187 0.99340659 0.68484848 0.81076233]
2728,cuda:0,PubMed,poisoning,vgnae,pgd,availability,0.1,outputs,10,datasets,[0.96986352 0.78541993 0.99040169 0.70243072 0.82192256],[0.9703915  0.78667571 0.9878965  0.70441187 0.82241043]
2729,cuda:0,Cora,poisoning,node2vec,viking,integrity,0.1,outputs,10,datasets,[0.80576071 0.75112373 0.5562914  0.91162789 0.69095176],[0.83669692 0.76328272 0.57495254 0.92237443 0.70835769]
2730,cuda:0,Cora,poisoning,gat,pgd,integrity,0.2,outputs,1,datasets,[0.86921839 0.80246037 0.75875115 0.83151895 0.7934702 ],[0.90538667 0.8382498  0.82448977 0.83730572 0.83084834]
